Ben ben noodles,
"Serves 2, generously /",
250g ,fresh shiitake mushrooms
1 tsp ,Sichuan peppercorns
1 tbsp, rapeseed oil
40g ,pickled gherkins
2,spring onions
1 tbsp ,Shaoxing rice wine
2 tsp ,light soy sauce
200g ,wholewheat noodles
200g ,"choi sum or baby pak choi,"
quartered,
For the sauce,
3 tbsp,tahini
3 tbsp, light soy sauce
1 tbsp ,"chilli oil, with sediment"
to taste,
1 tbsp ,Chinkiang vinegar
