Sweet potato dosa,
100g,urid dhal
200g,white basmati rice
2,sweet potatoes
70g,red lentils
2 tsp,coconut oil
4,small shallots
half,red chilli
4cm,ginger
1 tsp,ground turmeric
1 tsp ,garam masala
2 tsp,cumin seeds
1,lime (juice)
small bunch,corriander
,sea salt
,black pepper
,
to serve:,lemon or lime wedges
