Sweetcorn fritters with roasted tomatoes & avocado,
220g,vine tomatoes
2 tsp,balsamic vinegar
,olive oil
80g,plain flour
1 tsp,baking powder
2 tbsp,vegan egg replacer
120ml,soya milk
200g ,sweetcorn
small bunch,parsley
small bunch,corriander
1,zest of 1 lime
2,spring onions
1,avocado
,chilli flakes
,sea salt
,pepper
