Caramelized onion and chilli ramen,4
,rapeseed oil
3 (500g),large brown onions
3 cloves, garlic
0.5 tsp, salt
1,bird's-eye chilli
1.5 litres ,vegetable stock
2 tbsp ,cooking sake
1.5 tbsp ,light soy sauce
1 tbsp ,brown rice miso
200g,ramen noodles
200g ,choi sum
