Swede Laksa ,
4 portions,
,Swede Laksa 4 portions
6 cloves, garlic
3cm,"ginger, "
4 tsp,Kashmiri chilli powder
2.5 tsp,ground cumin
2," lemongrass sticks, bases only,"
30g, fresh coriander
6,banana shallots
1 litre,vegetable stock
,rapeseed oil
1,400ml tin of coconut milk
1.5 tsp, salt
1.5 tsp,sugar
800g (half a large one),swede
200g,rice vermicelli noodles
2,"limes,"
