Super Grreen Soup,
1 tbsp,coconut oil
3,shallots
2cm,ginger
1,green jalapeno
1,fat clove of garlic
1,head of broccoli
600ml,vegetable stock
150g,frozen peas
400ml,coconut cream
120g,baby spinach
1 small bunch,mint leaves
,salt and pepper
,
to serve:,
,chilli flakes
,coconut cream
