Sweetheart Cabbage okonomiyaki,
Makes 2 pancakes (to serve 2)/,
For the okonomiyaki /,
150g,plain flour
1.25,tsp salt
4,medium eggs
300g,sweetheart Cabbage
6,spring onions
2 tbsp,rapeseed oil
For the okonomiyaki sauce/,
2.5 tbsp,tomato ketchup
2.5 tbsp,HP sauce
2.5 tbsp,date syrup
To serve/,
,mayonnaise
,Crispy fried onions (shop bought)
,
