"Smoked Tofu, mushroom and almond kheema",4
650g,chestnut mushrooms
200g,smioked tofu
,rapeseed oil
1,white onion
4cm,ginger
6,cloves of garlic
3,green finger chillies
100g,ground almonds
1 tsp,garam masala
1.5 tsp,tsp ground cumin
1.5 tsp,ground coriander
0.5 tsp,ground turmeric
0.75 tsp,salt
200g,frozen petit pois
10g,fresh mint
15g,fresh coriander
4,oven bottom muffins
1,red onion
1,lime
