"Leek, mushroom and kale subji",4
1tsp ,cumin seeds
1tsp ,fennel seeds
3 tbsp,rapeseed oil
1 tsp ,black mustard seeds
1,onion
3,cloves of garlic
3 (500g),leeks
600g ,chestnut mushrooms
1.75 tsp ,Kashmiri chilli powder
0.5 tsp ,ground turmeric
1.25 tsp ,salt
200g kale,kale (ribs discarded)
150g ,frozen peas
