Hawaij onion and chickpea soup,6
50g ,unsalted butter
2 tbsp ,olive oil
1.2kg (about 7-8) ,onions
250g ,tomato passata
30g ,freah coriander
1 (400g) ,tin of chickpeas
1.5 litres ,vegetable stock
,salt and black pepper
1 tbsp ,coriander seeds
2 tsp ,cumin seeds
2,whole cloves
8,cardamom pods
0.5 tsp ,fenugreek seeds
0.5 tsp ,ground turmeric
,
,
,
,
