Gnocchi with sumac onions and brown butter pine nuts,2
1 pack ,gnocchi
2 tbsp ,olive oil
70g ,unsalted butter
35g ,pine nuts
2 tbsp ,lemon juice
5g ,parsley leaves
,salt and black pepper
2 tbsp ,olive oil
3,red onions
0.5,tsp salt
4,garlic cloves
4 tsp ,sumac
,
,
