Spring Pilau,
Serves 4 as a main /,
350g ,basmati rice
600ml,vegetable stock
3 tbsp ,rapeseed oil
2,red onions
4,cloves of garlic
2,green finger chillies
1,medium fennel bulb
250g ,asparagus
200g ,mixed frozen petit pois and broad beans
1.5 tsp ,ground cumin
1.5 tsp ,garam masala
0.75 tsp ,salt
a big handful,fresh mint leaves
a big handful,fresh dill
1,lemon
