Christmas Cake,
165g,currants
220g,raisins
165g ,sultanas
55g,glace cherries
55g,candied citrus peel
55ml,"brandy, plus extra for feeding"
1,"orange, zest and juice"
1,"lemon, zest and juice"
385g,wholemeal flour
0.5 tsp,salt
1 tsp,bicarbonate of soda
0.5 tsp,mixed spice
0.5 tsp,cinnamon
0.25 tsp,ground allspice
190g,margarine
2 tbsp,ground flaxseed
190g,soft dark brown sugar
2 tbsp,black treacle
130ml,soya milk
