Shiitake Pho with crispy leeks,
Serves 4/,
4 tbsp,rapeseed oil
4,banana shallots
5cm ,ginger
1,star anise
3,cloves
1,cinnamon stick
2,leeks
2,bird's-eye chillies
375g,fresh shiitake mushrooms
1 tbsp,light soy sauce
6,spring onions
2 litres,vegetable stock
optional,salt
200g,flat rice noodles
a big handful,fresh coriander
1,lime
