Bombay Rolls4/,
60g,fresh corriander
20g,fresh mint
2 tsp,lemon juice
2,green finger chillies
1tsp,ground cumin
1.25 tsp,salt
2 tbsp,rapeseed oil
500g,puff pastry block (not pre-rolled)
100g,extra mature Cheddar cheese
1,small red onion
1,egg
